isco08,t_1A1f1,t_1A2a2,t_2B1a,t_4A2a4,t_4A2b2,t_4A3a3,t_4A3a4,t_4A4a1,t_4A4a4,t_4A4b4,t_4A4b5,t_4C2d1g,t_4C2d1i,t_4C3b4,t_4C3b7,t_4C3d3,t_4C3b8_rev,t_4C1a2l_rev,t_4A4a5_rev,t_4A4a8_rev,t_4A1b2_rev,t_4A3a2_rev,t_4A3b4_rev,t_4A3b5_rev
3114,1.34,2.91,2.84,3.72,3.58,3.29,2.41,3.26,3.49,2.77,2.84,3.41,2.53,4.39,3.2,1.68,1.73,1.29,3.5,3.9200001,2.1199999,3.0699999,3.26,2.1900001
3115,1.68625,3.2025,2.89375,3.73125,3.31375,3.44125,2.69625,3.41125,3.64125,2.5975,2.855,3.785,2.675,4.59625,3.38625,2.17875,2.365,1.23,3.8475001,4.4425001,2.0374999,3.0037498,2.8375001,2.6199999
3116,1.685,3.125,2.815,3.495,2.96,3.485,2.36,3.43,3.41,2.705,3.16,3.65,2.815,4.45,3.41,2.575,2.4200001,1.24,3.8600001,4.3649998,1.875,2.915,2.9000001,2.9499998
3117,1.685,3.125,2.815,3.495,2.96,3.485,2.36,3.43,3.41,2.705,3.16,3.65,2.815,4.45,3.41,2.575,2.4200001,1.24,3.8600001,4.3649998,1.875,2.915,2.9000001,2.9499998
3118,1.2625,2.39,2.91,3.05,3.8925,2.225,1.5525,2.755,3.2825,2.09,2.1225,3.52,3.6075,4.5,3.4175,1.295,1.9825001,1.615,3.95,4.0299997,3.085,3.8775001,4.3899999,4.1399999
3119,1.966499999999999,2.7565,3.038,3.6235,3.17,3.2575,3.185,3.3825,3.5445,2.8305,2.9495,3.303999999999999,2.8375,4.3855,3.526000000000001,1.8485,2.016,1.2805001,3.3085001,3.0574999,2.1305001,2.8075001,3.158,3.3325
3121,2.065,3,3.185,3.37,3.705,3.55,3.455,3.39,3.995,3.7,3.205,3.09,2.995,4.26,3.07,2.27,1.7550001,1.0699999,2.9499998,2.8899999,1.88,2.2350001,2.9450002,3.1199999
3122,2,3,3.75,3.64,3.63,3.85,3,3.08,3.64,4.14,3.97,2.97,2.77,4.23,3.34,3.83,1.79,1.24,3.46,4.0300002,1.8099999,2.75,2.78,2.9200001
3123,2.065,3,3.185,3.37,3.705,3.55,3.455,3.39,3.995,3.7,3.205,3.09,2.995,4.26,3.07,2.27,1.7550001,1.0699999,2.9499998,2.8899999,1.88,2.2350001,2.9450002,3.1199999
3131,1.7275,2.679166666666666,3.104166666666667,3.743333333333333,3.145,3.936666666666667,2.971666666666667,3.275,3.5325,3.275833333333333,3.410833333333334,3.396666666666667,2.840833333333333,4.481666666666666,3.950833333333334,2.808333333333334,2.2558334,1.2283334,3.5733333,3.7891667,1.7858334,3.2583332,3.1900001,3.2033334
3132,2.1275,3.1275,3.125,3.6,3.0375,4.1025,3.2875,3.395,3.505,3.2475,3.2375,3.3575,2.6225,4.3125,3.8375,3.735,1.8575,1.21,3.28,3.6850002,1.8375,2.5325,2.6675,3.115
3133,1.62,3.12,2.62,3.08,1.73,4.19,2.39,3.17,2.85,2.28,2.43,3.9,2.99,4.46,4.04,4.41,2.4300001,1.01,4.1199999,4.6700001,2.1600001,2.48,2.9100001,4.1300001
3134,2.22,3.2225,2.815,3.34,2.9275,4.145,3.3375,2.975,2.9675,2.7075,2.82,3.5175,2.515,4.1925,3.815,3.2525,1.88,1.3425,3.4974999,3.9300001,1.92,2.8225,2.7149999,3.325
3135,2.38,3.75,2.88,3.05,2.96,3.43,3.27,2.77,3.21,3.18,3.01,4.47,4.01,4.08,3.83,4.41,2.48,1.98,3.4400001,4.5100002,2.05,1.9299999,2.78,3.22
3141,1.12,2.88,2.75,4.44,3.19,3.07,2,3.29,3.29,1.93,1.91,3.39,2.88,4.39,3.37,1.91,2.26,1.1799999,4.1900001,3.3900001,2.5999999,2.3199999,4.1999998,3.6500001
3151,2.125,2.875,2.94,2.79,3.29,3.44,3.985,3.13,3.3,2.88,2.955,3.68,2.86,3.98,3.495,2.38,1.78,1.2,3.49,3.3499999,1.8049999,2.7350001,2.605,3.2
3152,3,2.795,3.105,3.15,3.255,3.38,4.33,3.075,3.715,3.315,3.28,3.75,2.745,4.195,3.465,2.145,1.91,1.155,3.3499999,2.9400001,1.8699999,3.02,3.3299999,3.48
3153,3.333333333333333,3.206666666666667,3.126666666666666,3.596666666666666,2.993333333333334,3.936666666666666,4.606666666666666,3.15,3.693333333333333,2.85,2.78,4.193333333333332,2.98,4.57,3.913333333333333,2.756666666666666,1.8199999,1.3033333,3.3666666,2.49,1.6966666,3.0999999,3.9299998,3.9666667
3154,2.065,2.44,3.19,3.505,3.645,2.535,2.72,3.165,3.575,2.805,3.34,3.79,2.995,4.475,4.005,1.965,2.0999999,1.4549999,3.6599998,2.355,2.5599999,3.79,4.355,4.145
3155,1.795,2.705,2.92,3.365,3.475,3.025,3.29,3.22,3.76,2.96,2.965,3.41,2.5,4.255,3.27,1.665,1.925,1.16,3.5149999,3.1300001,2.0899999,3.2049999,3.5650001,2.9400001
3211,1.276,2.988,3.377999999999999,3.31,3.2,3.896,2.324,3.55,3.856,2.876,2.97,4.32,3.648,4.731999999999999,4.11,2.88,2.086,1.37,1.436,1.796,2.1159999,2.322,3.576,3.2639999
3212,1,3.018333333333334,2.938333333333333,3.811666666666667,2.67,3.161666666666666,1.63,3.465,3.476666666666667,2.876666666666667,3.073333333333333,4.043333333333333,3.908333333333334,4.875,4.41,2.893333333333334,2.1266665,1.245,3.0416665,3.5650001,2.23,3.0700002,3.46,3.1700001
3213,1,3.12,3.12,3.29,2.88,2.63,1.62,3.43,3.56,2.32,2.81,4.05,4.16,4.51,4.07,2.2,2.54,1.23,2.1099999,1.86,2.8399999,2.23,4.0300002,4.1799998
3214,1.125,3.215,3.345,3.05,3.5825,3.3875,1.985,3.3625,3.67,2.73,2.715,4.3325,3.09,4.385,3.2075,1.775,1.8825001,1.5,2.3125,2.7325001,2.365,2.7325001,3.4475,3.3025
3221,1.12,2.75,4,3.49,3.21,2.68,1.78,3.3,4.55,3.76,3.63,3,3.27,4.78,4.04,1.4,1.9,1.09,1.14,2.1900001,2.3699999,2.4300001,3.99,3.9000001
3222,1,2.38,3.88,3.97,3.32,2.64,2.33,4.42,4.5,2.83,3.65,2.93,1.27,3.68,2.1,1.01,1.52,1.22,1.17,1.6900001,2.7,2.71,4.5100002,4.1999998
3230,1,2.38,3.88,3.97,3.32,2.64,2.33,4.42,4.5,2.83,3.65,2.93,1.27,3.68,2.1,1.01,1.52,1.22,1.17,1.6900001,2.7,2.71,4.5100002,4.1999998
3240,1,3.12,3.06,3.275,2.895,3.415,2.135,3.85,3.59,2.685,2.98,3.945,3.045,4.52,3.7,1.32,2.3200002,1.585,1.635,2.0349998,1.97,2.0450001,3.3400002,3.355
3251,1.12,3,3,3.75,3.27,3.26,1.88,4.14,4.26,2.48,2.34,4.52,4.26,4.33,3.52,1.54,2.21,1.34,1.24,2.3,1.86,2,3.54,3.72
3253,1.75,2.38,4.12,3.66,4.02,2.67,2.66,4.39,4.75,3.32,3.3,2.93,2.39,3.93,3.03,1.19,1.91,1.24,1.64,1.38,2.5599999,2.3099999,4,4.02
3254,1,3.12,3.25,3.41,3,2.56,1.7,3.74,3.56,3.11,3.19,4.23,2.93,4.74,3.07,1.63,2.1099999,1.15,2.6300001,1.3,2.6199999,3.3,3.8499999,4.1100001
3255,1.06,3.31,3.565,3.085,3.425,2.015,1.71,3.245,4.315,2.33,2.965,3.595,3.935,3.165,3.295,1.025,1.425,1.375,1.47,1.605,2.9300001,2.5,4.2049999,3.96
3256,1.06,2.565,3.5,3.195,2.66,2.69,1.4,3.835,3.955,2.74,3.1,3.655,3.6,4.69,4.005,1.465,2.3099999,1.46,1.395,1.6800001,2.375,3.095,3.9549999,3.6100001
3257,2,2.606666666666666,2.833333333333333,3.3,2.695,2.463333333333333,3.25,3.533333333333333,3.705,2.303333333333333,2.525,3.228333333333333,3.038333333333333,4.628333333333334,3.798333333333333,2.383333333333333,1.9416666,1.5616667,3.5983334,3.1216667,1.91,3.1383333,3.7866666,3.8766668
3259,1.170625,2.669791666666667,3.599166666666667,3.603958333333333,3.126666666666666,2.993333333333333,2.085625,3.622916666666666,3.949583333333333,2.833541666666667,3.35,3.578125,2.855625,4.259375,3.5,1.820208333333333,2.0787499,1.284375,1.4172916,2.2839584,2.5118749,2.6685417,3.8968749,3.8197918
3311,1.075,1.58,3.63,3.96,3.165,2.125,1.925,3.48,3.965,3.365,3.53,2.81,2.97,4.415,3.56,1.485,1.7,1.1800001,3.5149999,3.1599998,3.7850001,4.2449999,4.5749998,4.375
3312,1,1.75,3.185,3.97,3.24,1.575,1.27,3.35,4.045,2.425,2.77,3.515,3.005,4.41,3.765,1.325,1.7850001,1.575,3.3600001,2.2649999,4.1849999,4.4949999,4.8499999,4.665
3313,1,2,2.75,3.13,2.43,1.89,1.27,2.75,3.97,1.91,2.19,2.96,4.14,4.68,4.65,1.28,2.2,1.45,3.8399999,2.9200001,4.3299999,4.21,4.8699999,4.8299999
3314,1,1.25,2.88,4.563333333333333,3.386666666666667,1.563333333333333,1.163333333333333,4.010000000000001,3.556666666666667,2.37,2.723333333333333,1.896666666666667,3.036666666666667,4.236666666666667,3.47,1.18,2.0799999,1.5933334,3.9466667,3.5233333,4.3033333,4.4966669,4.8366666,4.4000001
3315,1.715,1.935,3.125,3.91,3.15,1.975,2.78,3.465,3.73,2.33,2.3,3.205,3.615,4.56,4.06,1.42,1.76,1.705,2.9200001,2.0699999,2.6849999,4.3299999,4.8049998,4.1199999
3321,1.04,1.416666666666667,3.333333333333333,3.84,3.106666666666667,1.856666666666667,1.916666666666667,3.286666666666667,4.093333333333333,3.006666666666666,3.016666666666667,2.58,2.863333333333333,4.406666666666666,3.67,1.316666666666667,1.8766667,1.26,3.76,3.1199999,3.9233334,4.1766667,4.6933336,4.4966669
3322,1.29,1.603333333333333,3.773333333333333,3.178333333333333,3.411666666666667,2.235,2.848333333333333,2.86,3.923333333333333,2.93,3.043333333333333,2.453333333333334,2.655,4.091666666666666,3.29,1.456666666666667,1.5133333,1.2666667,3.3249998,2.9183333,3.6716666,3.5466666,4.605,4.4883332
3323,1.04,1.71,3.29,3.83,3.496666666666667,2.096666666666667,1.666666666666667,2.95,4.04,3.133333333333333,3.063333333333334,2.09,2.79,4.28,3.966666666666667,1.183333333333333,1.4766667,1.16,3.5566666,3.21,3.5799999,4.0266666,4.7199998,4.6633334
3324,1.113333333333333,1.45,3.44,3.788333333333334,3.101666666666667,2.076666666666667,1.928333333333333,3.261666666666667,3.848333333333333,3.096666666666666,3.208333333333333,2.548333333333333,3.06,4.399999999999999,3.77,1.565,1.6216667,1.33,3.5216668,3.2049999,3.6766667,4.1599998,4.5266666,4.4516668
3331,1.595,2.095,2.97,3.0325,2.9075,2.53,2.6275,3.0875,3.4475,2.68,2.7425,2.6125,2.97,4.405,4.279999999999999,2.4025,1.5474999,1.385,3.5125,3.2175002,3.125,3.0599999,4.1350002,4.2474999
3332,1.62,2.25,3.88,3.39,3.99,2.72,2.35,3.86,4.13,3.83,3.86,2.7,3.76,3.96,3.24,1.27,1.27,1.09,2.8699999,1.66,2.6800001,2.78,4.0900002,3.3800001
3333,1.5,1.94,3.19,2.845,2.515,1.725,2.285,2.56,3.725,2.76,3.095,2.925,2.69,4.3,4.18,1.755,1.275,1.2650001,2.845,3.3499999,3.5149999,3.9549999,4.54,4.8199997
3334,1.4075,1.28,3.565,3.6425,3.5375,1.9125,2.6125,3.3425,4.155,3.47,3.5275,2.1325,2.235,4.05,3.1325,1.3625,1.5024999,1.1875,3.155,2.595,3.1700001,4.2150002,4.4650002,4.1999998
3339,1.1,1.330952380952381,3.558095238095238,3.699285714285714,3.659761904761905,1.662380952380952,1.713809523809524,3.352619047619048,4.052619047619048,2.95547619047619,3.08047619047619,2.347380952380952,2.475714285714286,4.342380952380952,3.148333333333333,1.288571428571428,1.7380953,1.4811904,3.7295239,3.0392857,3.8930953,4.2959523,4.6621428,4.512619
3341,1,1.5,4,3.98,3.55,2.33,1.94,3.44,3.7,3.73,3.97,2.39,3.17,4.23,3.07,1.1,1.59,1.0700001,2.8099999,2.95,3.02,3.3199999,4.25,4.1500001
3342,1,1.75,3,3.07,2.22,1.65,1.25,2.72,3.78,2.39,2.41,2.78,3.15,4.11,4.35,1.2,1.65,1.22,3.51,3.53,4.7199998,4.3299999,4.8600001,4.1900001
3343,1,1.88,3.25,2.82,3.73,1.96,1.42,2.86,4.53,2.39,2.71,3.43,3.28,4.5,3.83,1.13,1.3200001,1.35,2.53,2.9000001,3.72,3.23,4.5,4.3200002
3344,1,2.25,3,3.045,2.095,1.84,1.035,2.82,3.495,1.715,2.105,3.495,4.215,4.744999999999999,4.545,2.05,1.65,1.73,2.9200001,3.6350002,4.0100002,4.0550003,4.8500004,4.6549997
3351,2.055,2.468333333333333,3.787619047619048,3.94,3.269761904761905,2.318571428571428,3.346190476190477,3.832380952380953,4.062380952380953,3.499523809523809,3.405714285714286,2.942380952380952,2.839523809523809,4.455000000000001,3.719047619047619,1.489523809523809,1.9154762,1.2795237,2.692143,1.8859524,2.7592857,3.4749999,4.1549997,4.126667
3352,1,2,3.12,3.94,3.04,1.87,1.62,3.71,4.3,2.2,2.66,2.58,3.22,4.61,4.53,1.47,2.1600001,1.47,3.45,1.41,3.8099999,4.3099999,4.6500001,4.5500002
3353,1.33,1.92,3.616428571428571,3.77,2.772142857142857,1.737857142857143,1.984285714285714,3.693571428571429,4.018571428571429,2.504285714285714,2.663571428571429,2.978571428571429,3.144285714285714,4.305000000000001,3.703571428571429,1.519285714285714,2.0957141,1.4592857,3.1107144,2.2864287,3.6414285,3.9450002,4.7349997,4.6400003
3354,1.33,1.88,3.261428571428572,3.58,2.732142857142857,1.922857142857143,1.804285714285714,3.383571428571429,3.763571428571429,2.554285714285714,2.603571428571429,2.678571428571429,3.089285714285714,4.42,3.843571428571429,1.479285714285714,2.0607142,1.2842857,3.5207143,2.3414285,3.5414286,3.8699999,4.6300001,4.54
3355,2,2.531666666666667,3.706666666666667,4.05,3.576666666666667,2.275,3.49,3.953333333333333,4.205,3.641666666666667,3.555,2.918333333333333,2.833333333333333,4.48,3.761666666666667,1.371666666666667,1.5583334,1.2033334,2.6233332,2.1333332,2.9783332,3.5566669,4.1816664,4.1700001
3359,2,2.5,2.75,3.16,2.68,2.34,3.36,3.58,4.02,2.46,2.66,3.64,3.41,4.62,3.92,2.79,2.04,1.66,3.47,2.72,2.0999999,3.01,4.0999999,3.8900001
3411,1.335,1.686666666666667,3.25,3.866666666666667,2.971666666666666,2.076666666666667,2.031666666666667,3.64,3.691666666666666,2.315,2.681666666666667,2.805,2.996666666666667,4.616666666666667,3.676666666666666,1.385,1.9583333,1.4300001,3.5316668,3.1633334,3.2983334,3.7466667,4.5416665,4.2333336
3412,1.62,1.5,4,2.86,3.69,1.63,1.94,3.32,4.04,2.39,3.56,2.09,2.94,4.08,3.41,1.46,1.9299999,1.03,1.98,1.9299999,3.55,4.0100002,4.7199998,4.5500002
3421,1.88,3.12,3.12,3.98,3.39,3.25,2.91,3.01,3.87,2.94,3.71,3.75,3.92,3.76,3.68,1.59,1.97,1.25,3.3199999,2.54,2.5799999,2.49,3.6199999,3.75
3422,1.623333333333333,1.92,3.413333333333334,3.16,3.543333333333333,1.573333333333333,1.876666666666667,3.703333333333333,4.16,3.246666666666667,4.233333333333333,2.616666666666667,2.69,3.846666666666666,2.933333333333334,1.303333333333333,1.9333333,1.6166667,3.1300001,2.8966668,3.1233332,3.5366666,4.5799999,4.7033334
3423,1.286666666666667,2.626666666666666,3.416666666666667,2.863333333333333,3.82,2.203333333333333,1.84,3.523333333333333,4.113333333333333,2.686666666666667,3.806666666666667,3.086666666666666,2.693333333333333,3.543333333333333,2.886666666666667,1.226666666666667,1.5066667,1.2933333,2.2366667,3.0133333,3.1666665,2.7233334,4.3966665,4.5599999
3431,1.75,3.12,3.12,2.23,4.65,2.4,2.5,2.23,4.15,2.88,2.77,3.56,2.42,3.72,2.04,1.32,2.04,1.88,3.8499999,2.3099999,2.96,2.6900001,3.8499999,3.77
3432,1.916666666666667,2.5,3.333333333333333,3.026666666666667,4.666666666666667,2.31,1.633333333333334,3.196666666666667,4.126666666666666,3.383333333333333,3.233333333333333,3.153333333333333,2.806666666666667,3.786666666666667,2.646666666666667,1.14,1.9400001,1.3033333,3.5966666,3.01,2.96,2.79,4.5266666,4.4233332
3433,1.42,3.123333333333334,3,2.51,3.753333333333333,2.733333333333334,1.893333333333333,2.47,3.576666666666667,2,2.23,3.803333333333333,3.263333333333333,4.149999999999999,3.553333333333333,1.38,1.7766666,1.7133334,3.8066666,2.6933334,3.1766667,2.1600001,3.8066666,4.1966667
3434,1.31,2.81,3.5,2.795,3.525,3.135,1.99,2.71,3.75,3.94,3.91,4.3,3.97,4.17,3.435,2.105,2.3099999,1.3199999,2.9650002,2.4349999,2.5250001,2.55,3.9749999,4.3249998
3435,1,2.88,3,2.67,4.24,3.04,1.55,3.14,3.78,2.86,2.65,4.86,3.67,4.08,3.18,1.72,1.86,1.27,2.8099999,4.4000001,2.8800001,1.9299999,3.8699999,4.54
3521,1.625,3,3.03,3.235,4.202500000000001,3.8325,2.3575,3.085,3.86,2.8375,3.0475,4.24,3.0975,4.355,3.465,2.2675,2.1300001,1.2175,3.1875,3.1624999,2.125,2.6424999,2.9875,2.2925
3522,1.34,2.91,2.84,3.72,3.58,3.29,2.41,3.26,3.49,2.77,2.84,3.41,2.53,4.39,3.2,1.68,1.73,1.29,3.5,3.9200001,2.1199999,3.0699999,3.26,2.1900001
4110,1,1.63,3.25,2.99,2.59,1.915,1.66,2.455,3.645,2.205,2.405,2.665,3.03,4.585,4.315,1.5,1.86,1.395,3.4549999,3.4949999,3.665,4.0650001,4.5699997,4.3150001
4120,1,2,3,2.79,3,2.1,1.63,2.66,3.76,1.71,2.26,2.91,3.03,4.22,4.3,1.19,1.72,1.35,2.8299999,3.1300001,4.0100002,3.9300001,4.6900001,4.4099998
4131,1,2.12,2.62,2.86,2.73,2.42,1.43,2.49,3.95,2.03,2.29,2.76,4.16,4.68,4.62,1.52,1.74,1.39,2.8800001,2.9100001,3.1900001,3.6199999,4.5100002,4.4400001
4132,1,2,2.62,3.55,2.9,2.39,1.55,3.15,3.56,2.83,2.55,2.96,4.58,4.87,4.81,1.85,1.75,1.5599999,3.6199999,3.3199999,3.9300001,3.5799999,4.3499999,4.3499999
4211,1.06,2.62,3.06,3.34,2.675,2.72,1.995,3.365,3.895,2.5,2.61,3.985,4.27,4.54,4.34,1.815,2.6599998,1.6949999,3.075,1.8399999,3.155,2.8800001,4.2449999,3.8499999
4212,1.12,2.54,3.08,2.17,2.046666666666667,2.2,1.443333333333333,2.61,3.533333333333334,2.22,2.583333333333333,4.003333333333333,3.976666666666667,4.49,4.05,2.126666666666666,3.05,1.5033333,3.1200001,1.9166666,3.74,3.3266666,4.52,4.3099999
4214,1.06,1.25,3.565,3.195,3.065,1.42,1.415,2.9,4.18,3.28,2.985,1.92,2.36,3.865,3.305,1.045,2.125,1.665,3.3899999,2.6100001,3.97,4.29,4.895,4.835
4221,1.08,1.79,3.75,3.573333333333334,2.963333333333333,2.4,2.006666666666666,3.463333333333333,3.99,3.18,3.16,3.236666666666667,3.276666666666667,4.56,3.91,1.873333333333333,2.27,1.48,3.0033333,2.1033332,3.1499999,3.4233334,4.3800001,4.2800002
4222,1,1.88,3.06,2.855,2.935,1.865,1.32,3.435,4.1,2.44,2.9,2.625,3.415,4.315,4.32,1.355,1.99,1.42,2.7800002,2,3.9000001,3.6700001,4.77,4.1999998
4223,1,2.065,3.375,3.065,2.535,1.8,1.32,3.115,3.835,2.055,2.63,3.73,4.155,4.595000000000001,4.405,2.835,2.99,2.335,2.6849999,2.7199998,3.5500002,3.855,4.5500002,4.3850002
4224,1.625,1.75,3.935,2.905,3.41,1.85,1.695,2.9,4.29,3.185,3.29,2.865,3.1,4.045,3.51,1.37,1.8299999,1.15,2.3599999,1.7,3.625,3.4949999,4.5650001,4.3150001
4225,1,1.565,3.185,2.775,2.85,1.875,1.505,3.315,4.03,2.215,2.6,2.36,3.165,4.31,4.31,1.435,1.89,1.245,2.73,2.375,4.0450001,3.5700002,4.5550003,4.25
4226,1,1.88,3.12,2.38,2.77,1.84,1.26,3.17,4.09,2.12,2.69,2.37,3.43,4.22,4.34,1.26,2.05,1.28,2.1700001,1.51,3.9400001,3.23,4.9400001,4.1900001
4227,1,1.88,3.12,2.8,1.93,1.39,1.18,2.3,3.56,1.8,1.94,3.57,4.18,4.41,4.16,1.66,2.6700001,2.1300001,4.1599998,2.8199999,4.6300001,4.52,4.8400002,4.73
4229,1,2,3.75,3.63,2.52,1.63,1.69,3.62,4.08,2.13,2.42,3.67,3.65,4.2,4,1.57,2.0799999,1.53,2.6600001,1.8200001,4.0900002,4.0500002,4.8499999,4.73
4311,1,1.875,2.845,3.215,2.39,1.915,1.28,2.95,3.795,1.85,2.235,3.065,3.885,4.645,4.635,1.43,2.0350001,1.52,3.5549998,2.5149999,4.1100001,4.0900002,4.855,4.6949997
4312,1.012,1.704,3.15,3.318,2.418,1.706,1.154,3.128,3.936,2.154,2.542,2.914,3.554,4.662,4.409999999999999,1.44,1.874,1.476,3.464,2.744,3.8440001,4.402,4.8559999,4.7220001
4313,1,1.5,2.75,3.61,2.62,1.74,1.31,3.05,3.77,1.92,2.15,2.66,3.72,4.87,4.92,1.25,1.51,1.42,3.45,4.0599999,3.6500001,4.4000001,4.8800001,4.5300002
4321,1.81,2.875,2.94,3.095,2.81,3.42,3.1,3.395,3.395,3,3.245,3.695,3.055,4.48,4.27,3.44,2.0550001,1.265,3.3699999,3.325,2.4499998,2.1750002,3.5599999,3.5300002
4322,1.12,2,2.88,3.81,3.52,2.7,2.33,3.07,3.48,3.01,2.76,2.98,2.96,4.43,3.74,2.98,1.8,1.28,3.26,4.2199998,2.47,3.26,3.78,4.0700002
4323,1.25,2.12,3,2.94,3.48,2.42,2.08,3.53,3.92,3.23,3.03,3.15,3.24,4.45,4.23,1.73,1.66,1.46,3.24,2.79,2.6199999,3.72,3.8099999,3.77
4411,1.88,2.25,2.94,2.56,3.085,2.015,1.16,2.905,3.98,2.03,2.435,3.42,3.565,4.055,3.925,1.445,1.86,1.2,2.865,2.335,3.645,2.22,4.7799997,4.1500001
4412,1.824,3.124,2.85,2.44,2.246,2.66,3.058000000000001,2.524,3.284,1.896,2.248,4.096,4.166,4.288,3.922,2.336,2.5580001,1.714,3.4580002,3.224,3.4100001,2.2479999,4.02,4.1599998
4413,1,1.88,2.25,3.11,2.31,1.16,1,2.67,3.81,1.25,1.28,3.74,4.48,4.89,4.67,1.02,2.78,1.76,4.5100002,4.5999999,4.6700001,4.3499999,5,4
4415,1,2.685,2.94,2.745,2.88,2.935,1.935,2.32,3.46,2.25,2.43,2.415,2.865,4.175,3.425,2.395,2.48,2.125,3.4050002,3.4250002,3.3299999,2.9000001,3.9850001,3.72
4416,1,1,3.38,3.5,2.72,2.03,1.43,3.52,4.55,2.45,2.83,2.44,3.46,4.72,4.36,1.13,1.78,1.47,2.71,3.0699999,3.73,3.95,4.6799998,4.4000001
4419,1,1.625,3.315,3.295,3.15,1.91,1.815,3.335,3.83,2.39,2.58,2.61,2.87,4.300000000000001,4.26,1.48,1.735,1.3199999,3.3499999,2.97,3.4400001,3.9200001,3.915,4.0100002
5111,1.44,2.69,3.815,1.99,2.5,1.77,1.76,2.235,3.76,2.405,2.265,3.54,3.45,3.68,2.89,1.52,2.7,1.99,1.8199999,2.1800001,2.7800002,2.7350001,4.4300003,4.4700003
5112,1.5,2.38,3.75,2.07,2.15,1.69,2.25,1.63,3.81,2.48,2.32,3.07,2.72,3.42,2.42,1.37,3.47,2.3499999,2.22,3.25,3.4000001,3.6600001,4.1700001,4.1900001
5113,2.255,1.815,3.375,2.275,3.115,1.88,2.015,2.815,4.085,2.5,2.69,2.57,2.4,3.765,2.33,1.315,1.8599999,1.4300001,3.2849998,1.755,3.7800002,3.95,4.4899998,4.4849997
5120,1.248,2.974,3.004,2.81,3.146,2.948,2.15,2.532,3.38,2.854,2.899999999999999,4.359999999999999,3.784,4.116000000000001,3.068,2.292,2.052,1.768,2.9679999,2.7260001,2.526,2.592,3.9579999,4.2119999
5131,1.5,2.88,3.19,2.855,2.725,2.985,1.67,2.4,3.585,2.73,3.005,3.965,3.74,3.975,3.535,2.075,2.5949998,1.635,2.4499998,1.95,2.7950001,2.375,4.3999996,4.4050002
5132,1.25,3.12,3.25,2.7,3.33,2.11,1.9,2.39,3.99,3.45,3.33,3.69,3.73,3.88,3.09,1.16,2.54,1.8,2.5599999,1.9299999,2.3800001,2.3499999,4.0300002,4.0999999
5141,1,3.63,3.12,2.72,3.855,2.705,1.845,2.82,3.865,2.245,2.46,4.96,4.545,4.32,3.22,1.59,1.53,1.4400001,2.3049998,1.53,3.25,2.6900001,3.49,3.5300002
5142,1.024,3.326,2.974,2.32,3.538,2.318000000000001,1.676,2.78,3.626,2.5,2.726,4.384,4.318,4.148,2.804,1.484,2.1759999,1.5,2.5020001,2.2119999,3.3940001,3.0220001,4.3239999,4.2820001
5151,1.75,3,3.12,3.24,3.28,3.24,2.56,3.8,4.06,4.37,4.19,3.24,3.33,4.01,3.43,2.44,2.24,1.1900001,1.87,2.3099999,1.63,2.3599999,3.22,2.95
5152,1.75,3,3.12,3.24,3.28,3.24,2.56,3.8,4.06,4.37,4.19,3.24,3.33,4.01,3.43,2.44,2.24,1.1900001,1.87,2.3099999,1.63,2.3599999,3.22,2.95
5153,1.38,3,2.75,1.93,2.32,2.67,2.06,1.84,2.94,1.86,2.3,3.99,3.37,3.93,2.72,1.81,1.92,1.77,3.4400001,3.25,2.8199999,2.55,4.0100002,4.4899998
5163,1.913333333333333,2.666666666666667,3.58,3.03,3.33,2.973333333333333,3.726666666666667,3.446666666666667,4.169999999999999,3.18,3.026666666666667,2.926666666666667,2.476666666666667,4.543333333333333,3.4,1.563333333333333,1.7633333,1.6733333,1.5366666,1.6766666,2.4666667,2.24,3.6233335,3.7933333
5164,1.5,2.956666666666667,2.916666666666667,2.723333333333333,3.433333333333334,2.476666666666667,2.38,3.516666666666667,3.653333333333333,2.556666666666667,3.016666666666667,3.51,3.253333333333333,3.893333333333333,3.24,1.086666666666667,2.0633333,1.36,2.46,2.23,2.7266667,2.2666667,4.0799999,4.1866665
5165,1.12,1.88,3.12,3.02,4.12,1.61,1.79,4.28,4.12,2.72,4.74,2.92,1.89,3.56,2.9,1.27,1.63,1.34,3.01,2.97,3.3699999,3.5599999,4.2600002,4.7199998
5169,1.29,2,3.75,2.936666666666666,3.48,2.156666666666667,1.923333333333333,2.823333333333333,4.026666666666666,2.97,3.236666666666667,2.323333333333334,2.566666666666667,3.436666666666666,3.286666666666667,1.103333333333333,1.9466666,1.4833333,2.2166667,2.1700001,2.8299999,3.2533333,4.2666669,4.2166667
5211,1.25,1.25,3.75,1.88,2.88,1.42,2.13,2.57,4.26,3.39,3.65,2.43,1.79,2.96,2.04,1.04,1.25,1.86,3.46,1.54,4.4200001,3.6199999,4.8800001,4.71
5212,1.375,2.065,3.315,2.525,2.785,2.25,1.91,2.525,3.85,3.085,3.43,3.285,2.69,3.445,2.855,1.795,1.6799999,1.59,2.9099998,1.7249999,3.5650001,2.915,4.6149998,4.5050001
5221,1.5,1.5,4,3.71,3.32,2.69,2.4,3.52,3.94,4.15,3.93,2.42,2.44,3.99,3.59,1.6,1.2,1.05,3.0599999,2.1500001,2.5699999,3.51,3.76,4.0599999
